Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH
7B3H,EVAPORATION,296.0,4.2,1.94,36.45,"AMMONIUM SULPHATE
0.1 M SODIUM CITRATE",36.45,4.2
7B3I,EVAPORATION,296.0,4.2,1.93,36.38,"AMMONIUM SULPHATE
0.1 M SODIUM CITRATE",36.38,4.2
7B3P,EVAPORATION,296.0,8.498614390192603,1.93,36.42,"AMMONIUM SULPHATE
0.1 M SODIUM CITRATE",36.42,8.498614390192603
7B3X,EVAPORATION,296.0,4.2,1.93,36.36,"AMMONIUM SULPHATE
0.1 M SODIUM CITRATE",36.36,4.2
7B49,EVAPORATION,292.0,6.1,2.27,45.81,PROTEIN/DNA RATIO 1:1.4,45.81,6.1
7B4H,EVAPORATION,292.0,6.500535970194784,2.24,45.14,PROTEIN/DNA RATIO 1:2.4,45.14,6.500535970194784
7B4N,EVAPORATION,292.0,6.5,2.23,44.96,PROTEIN/DNA RATIO 1:2.4,44.96,6.5
7BED,"VAPOR DIFFUSION, HANGING DROP",294.0,5.5,2.24,45.18,PEG 3350,45.18,5.5
7DKP,"VAPOR DIFFUSION, SITTING DROP",293.15,5.6,2.14,42.6,PROTEIN SOLUTION: 25MG/ML IN 25MM TRIS,42.6,8.0
7ES0,"VAPOR DIFFUSION, SITTING DROP",293.0,6.24,2.1,41.54,PEG 4000 0.1 M HEPES BUFFER,41.54,6.5
7F7Q,"VAPOR DIFFUSION, HANGING DROP",293.0,6.733333333333333,2.34,47.51,PEG3350,47.51,6.733333333333333
7KWK,"VAPOR DIFFUSION, HANGING DROP",298.0,5.5,2.25,45.29,MPD,45.29,5.5
7OKE,VAPOR DIFFUSION,291.0,7.0,2.162,45.322,2 MICROLITER OF THE BCL6-BTB/WVIP COMPLEX AT 4 MG/ML PLUS 1 MICROLITER OF A CRYSTALLISATION SOLUTION CONSISTING OF 1 M K2HPO4,45.322,7.0
7OKG,VAPOR DIFFUSION,291.0,7.0,2.162,45.322,2 MICROLITER OF THE BCL6-BTB/WVIP COMPLEX AT 4 MG/ML PLUS 1 MICROLITER OF A CRYSTALLISATION SOLUTION CONSISTING OF 1 M K2HPO4,45.322,7.0
7OKJ,VAPOR DIFFUSION,291.0,7.0,2.162,45.322,2 MICROLITER OF THE BCL6-BTB/WVIP COMPLEX AT 4 MG/ML PLUS 1 MICROLITER OF A CRYSTALLISATION SOLUTION CONSISTING OF 1 M K2HPO4,45.322,7.0
7OKL,VAPOR DIFFUSION,291.0,7.0,2.162,45.322,2 MICROLITER OF THE BCL6-BTB/WVIP COMPLEX AT 4 MG/ML PLUS 1 MICROLITER OF A CRYSTALLISATION SOLUTION CONSISTING OF 1 M K2HPO4,45.322,7.0
7OKM,VAPOR DIFFUSION,291.0,7.0,2.162,45.322,2 MICROLITER OF THE BCL6-BTB/WVIP COMPLEX AT 4 MG/ML PLUS 1 MICROLITER OF A CRYSTALLISATION SOLUTION CONSISTING OF 1 M K2HPO4,45.322,7.0
7OSP,"VAPOR DIFFUSION, SITTING DROP",295.0,7.5,2.44,49.51,AMMONIUM CHLORIDE,49.51,7.5
7OTF,"VAPOR DIFFUSION, SITTING DROP",295.0,7.5,2.42,49.26,AMMONIUM ACETATE,49.26,7.5
7SN1,"VAPOR DIFFUSION, HANGING DROP",293.0,8.9,2.03,39.39,PEG 8000,39.39,8.9
7SYB,"VAPOR DIFFUSION, SITTING DROP",290.0,4.6,2.24,45.15,ACBAC.18888.A.B1.PW38910 AT 13 MG/ML WAS MIXED 1:1 (0.4 UL PROTEIN AND 0.4 UL PRECIPITANT) WITH 0.02M CALCIUM CHLORIDE DIHYDRATE,45.15,4.6
7B0D,MICROBATCH,291.0,4.2,2.26,45.54,"PHOSPHATE/CITRATE 

20 % W/V PEG 6K",45.54,4.2
7B0E,"VAPOR DIFFUSION, SITTING DROP",298.0,7.5,2.36,47.87,CACL2,47.87,7.5
7B0M,MICROBATCH,291.0,4.2,2.68,54.06,LITHIUM SULFATE,54.06,4.2
7ETK,"VAPOR DIFFUSION, SITTING DROP",293.0,7.6,2.08,40.8,BIS-TRIS,40.8,7.0
7KIG,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.18,43.67,LITHIUM SULFATE,43.67,7.5
7KJQ,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.17,43.32,AMMONIUM SULFATE,43.32,6.5
7KSW,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.51,50.95,85-90MM HEPES,50.95,7.5
7L6Y,"VAPOR DIFFUSION, SITTING DROP",292.0,6.5,2.0,37.3,PROTEIN: 8.8 MG/ML,37.3,6.5
7L71,"VAPOR DIFFUSION, SITTING DROP",292.0,6.500042033492355,1.83,32.9,PROTEIN: 8.0 MG/ML,32.9,6.500042033492355
7NIZ,"VAPOR DIFFUSION, SITTING DROP",277.0,8.1,2.28,46.05,5 %GLYCEROL,46.05,8.1
7O89,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,3.34,63.22,BIS-TRIS (,63.22,5.5
7O8A,"VAPOR DIFFUSION, SITTING DROP",291.15,7.499948640126365,2.58,52.3,BIS-TRIS (,52.3,5.5
7O8D,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,2.29,46.29,BIS-TRIS (,46.29,5.5
7O90,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,2.34,47.46,BIS-TRIS (,47.46,5.5
7O91,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,2.44,49.54,BIS-TRIS (,49.54,5.5
7O93,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,2.33,47.13,BIS-TRIS (,47.13,5.5
7O99,"VAPOR DIFFUSION, SITTING DROP",291.15,7.500000000000001,2.32,47.01,BIS-TRIS (,47.01,5.5
7O9D,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,2.32,46.96,BIS-TRIS (,46.96,5.5
7O9E,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,2.34,47.42,BIS-TRIS (,47.42,5.5
7ONP,"VAPOR DIFFUSION, SITTING DROP",293.0,7.9,2.09,41.17,(NH4)2SO4,41.17,7.9
7ONV,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,1.94,36.68,TRIS 8.5 PH,36.68,8.5
7OXD,"VAPOR DIFFUSION, HANGING DROP",280.0,6.837096842714709,2.56,51.88,HEPES,51.88,7.5
7OXV,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,2.11,41.81,14-20 % (W/V) PEG 3350,41.81,6.5
7OYW,"VAPOR DIFFUSION, SITTING DROP",293.0,9.0,2.53,49.49,AMSO4 + 0.1 M BICINE,49.49,9.0
7OYX,"VAPOR DIFFUSION, SITTING DROP",293.0,8.3,2.55,49.92,AMSO4 + 0.1 M BICINE,49.92,8.3
7OYY,"VAPOR DIFFUSION, SITTING DROP",293.0,5.0,2.15,42.42,MES,42.42,5.0
7OYZ,"VAPOR DIFFUSION, SITTING DROP",293.0,4.5,2.15,42.81,PEG 3350,42.81,4.5
7ASJ,"VAPOR DIFFUSION, HANGING DROP",298.0,8.0,2.09,41.03,SODIUM CITRATE,41.03,8.0
7ASQ,"VAPOR DIFFUSION, HANGING DROP",293.0,6.7,2.5,50.87,TRIS/HCL,50.87,7.0
7AT6,BATCH MODE,298.0,5.230589715035145,2.92,57.93,"POTASSIUM SODIUM TARTRATE TETRAHYDRATE
100MM NA HEPES",57.93,7.0
7B4U,VAPOR DIFFUSION,277.15,5.602693772697211,2.17,43.36,CA ACETATE,43.36,5.602693772697211
7B4V,VAPOR DIFFUSION,277.15,7.675909230172337,2.0,38.47,MAGNESIUM CHLORIDE HEXAHYDRATE,38.47,7.675909230172337
7DGW,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,1.68,26.98,HEPES,26.98,7.5
7F1H,VAPOR DIFFUSION,293.0,7.0,2.06,40.15,HEPES,40.15,7.0
7F1I,VAPOR DIFFUSION,293.0,7.466666666666666,2.06,40.43,SODIUM CACODYLATE TRIHYDRATE,40.43,7.466666666666666
7F1K,VAPOR DIFFUSION,293.0,7.699999999999999,1.74,29.51,TRISODIUM CITRATE DIHYDRATE,29.51,7.699999999999999
7KQF,"VAPOR DIFFUSION, SITTING DROP",298.0,7.8,2.11,51.05,BICINE-CSOH,51.05,7.8
7MNH,"VAPOR DIFFUSION, HANGING DROP",277.0,7.9,2.13,42.31,"PROTEIN SOLUTION:
8MG/ML PROTEIN
20 MM SODIUM CACODYLATE",42.31,7.9
7NY6,"VAPOR DIFFUSION, SITTING DROP",293.15,7.110624277888596,1.76,30.17,BIS-TRIS (,30.17,5.5
7OS5,"VAPOR DIFFUSION, HANGING DROP",292.0,8.0,2.39,48.49,PEG3350,48.49,8.0
7OS6,"VAPOR DIFFUSION, HANGING DROP",292.0,8.0,2.6,52.1,PEG3350,52.1,8.0
6YVK,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.46,50.09,CRYSTALLIZATION: 100 MM TRIS/HCL,50.09,8.0
6YVL,"VAPOR DIFFUSION, HANGING DROP",293.0,6.953549456482611,2.47,50.13,CRYSTALLIZATION: 100 MM TRIS/HCL,50.13,8.0
6YVM,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.46,49.91,CRYSTALLIZATION: 100 MM TRIS/HCL,49.91,8.0
6YVN,"VAPOR DIFFUSION, HANGING DROP",293.0,7.966666666666666,2.47,50.19,CRYSTALLIZATION: 100 MM TRIS/HCL,50.19,8.0
7KII,"VAPOR DIFFUSION, HANGING DROP",298.0,4.8,2.13,42.23,SODIUM ACETATE,42.23,4.8
7KJM,"VAPOR DIFFUSION, SITTING DROP",294.0,6.5,2.11,41.73,ISOPROPANOL,41.73,6.5
7KOM,"VAPOR DIFFUSION, SITTING DROP",292.0,3.5,2.0,38.9,PROTEIN: 7.2 MG/ML,38.9,3.5
7KP2,"VAPOR DIFFUSION, SITTING DROP",292.0,6.5,1.94,36.7,PROTEIN: 8.8 MG/ML,36.7,6.5
7L9G,"VAPOR DIFFUSION, SITTING DROP",293.0,7.6,2.29,46.4,SODIUM CHLORIDE,46.4,7.6
7REA,VAPOR DIFFUSION,293.0,4.5,2.14,42.58,PEG8K,42.58,4.5
7APQ,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.3,46.48,PEG-3350,46.48,7.5
7APT,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.29,46.38,PEG-3340,46.38,7.5
7APW,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.33,47.24,PEG-3350,47.24,7.5
7B3A,"VAPOR DIFFUSION, SITTING DROP",293.0,4.6,2.1,41.3,PEG 3350,41.3,4.6
7B4R,"VAPOR DIFFUSION, SITTING DROP",285.0,6.5,2.88,57.29,"LISO4
0.1 M MES",57.29,6.5
7B4S,"VAPOR DIFFUSION, SITTING DROP",285.0,6.5,2.89,57.39,"LISO4
0.1 M MES",57.39,6.5
7FE4,"VAPOR DIFFUSION, HANGING DROP",293.0,5.6000000000000005,2.62,53.0,AMMONIUM CITRATE,53.0,5.6000000000000005
7K3C,"VAPOR DIFFUSION, HANGING DROP",298.0,4.2,1.56,21.28,PHOSHATE/CITRATE,21.28,4.2
7K3Y,"VAPOR DIFFUSION, HANGING DROP",298.0,4.5,2.122,40.032,SODIUM CHLORIDE,40.032,4.5
7KFO,"VAPOR DIFFUSION, SITTING DROP",293.0,6.82,2.16,43.03,SODIUM CHLORIDE,43.03,6.82
7KFQ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.333333333333333,2.46,50.05,AMMONIUM SULFATE,50.05,7.333333333333333
7NOX,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,2.24,45.0,PROTEIN AT 8 MG/ML; 25% PEG 3350,45.0,6.0
7R84,"VAPOR DIFFUSION, SITTING DROP",298.0,7.2,2.12,41.99,ACETATE,41.99,7.2
7R85,"VAPOR DIFFUSION, SITTING DROP",298.0,6.720000000000001,2.55,51.76,SUCCINIC ACID,51.76,6.720000000000001
7RXW,"VAPOR DIFFUSION, SITTING DROP",292.0,7.0,2.04,39.62,AMMONIUM CITRATE AND 12% PEG-3350,39.62,7.0
7RXX,"VAPOR DIFFUSION, SITTING DROP",292.0,6.0,2.03,39.47,POTASSIUM SULFATE AND 20% PEG-3350,39.47,6.0
7AM9,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.48,50.47,CRYSTALLIZATION: 100 MM TRIS/HCL,50.47,8.0
7APS,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,1.96,37.33,PEG-3350,37.33,7.5
7AQX,"VAPOR DIFFUSION, HANGING DROP",295.15,7.317759812219179,2.69,54.26,PEG 1500,54.26,7.317759812219179
7AQZ,"VAPOR DIFFUSION, HANGING DROP",295.15,6.777675426538158,2.78,55.73,CITRATE,55.73,6.777675426538158
7DDM,"VAPOR DIFFUSION, HANGING DROP",294.0,4.5,1.95,36.94,250 MICROL RESERVOIR (30% MPD,36.94,4.5
7EF6,"VAPOR DIFFUSION, SITTING DROP",295.0,7.063093338794516,2.1,41.3,TRIS (,41.3,8.5
7N03,"VAPOR DIFFUSION, SITTING DROP",277.0,3.0,2.01,39.0,PEG 6K,39.0,3.0
7PNN,"VAPOR DIFFUSION, SITTING DROP",287.0,5.484296059922859,2.96,58.51,KCL,58.51,5.484296059922859
7RXV,"VAPOR DIFFUSION, SITTING DROP",292.0,8.0,2.03,39.38,TACSIMATE (1.83 M MALONIC ACID,39.38,8.0
7S5H,"VAPOR DIFFUSION, SITTING DROP",291.0,6.0,1.76,30.01,PEG3350,30.01,6.0
7DOH,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.08,40.96,PEG 3350,40.96,5.5
7KH6,"VAPOR DIFFUSION, SITTING DROP",298.0,7.6,2.55,51.79,BICINE-CSOH,51.79,7.6
7L37,"VAPOR DIFFUSION, HANGING DROP",291.0,6.999999999999999,2.84,56.73,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.73,6.999999999999999
7L38,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.67,53.99,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,53.99,7.0
7L39,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.83,56.53,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.53,7.0
7L3A,"VAPOR DIFFUSION, HANGING DROP",291.0,7.099999999999999,2.68,54.07,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,54.07,7.099999999999999
7L3B,"VAPOR DIFFUSION, HANGING DROP",291.0,7.1,2.8,56.09,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.09,7.1
7L3C,"VAPOR DIFFUSION, HANGING DROP",291.0,6.9,2.83,56.49,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.49,6.9
7L3D,"VAPOR DIFFUSION, HANGING DROP",291.0,6.5200000000000005,2.83,56.56,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.56,6.5200000000000005
7L3E,"VAPOR DIFFUSION, HANGING DROP",291.0,7.1,2.7,54.47,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,54.47,7.1
7L3F,"VAPOR DIFFUSION, HANGING DROP",291.0,7.000000000000001,2.83,56.61,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.61,7.000000000000001
7L3G,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.71,54.61,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,54.61,7.0
7L3H,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.83,56.53,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.53,7.0
7L3I,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.8,56.13,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.13,7.0
7L3J,"VAPOR DIFFUSION, HANGING DROP",291.0,6.999999999999999,2.84,56.63,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,56.63,6.999999999999999
7L3K,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.71,54.57,CRYSTALS WERE GROWN FROM A 10 MG/ML FROZEN PROTEIN SOLUTION BY THE HANGING DROP METHOD AT 291-293K,54.57,7.0
7NX1,"VAPOR DIFFUSION, SITTING DROP",287.0,6.576970973151402,2.82,56.41,MOPSO/BIS-TRIS,56.41,6.3
7NX2,"VAPOR DIFFUSION, HANGING DROP",287.0,6.645255521993859,2.43,49.33,(NH4)2SO4  40 MM GLYCINE,49.33,9.5
7OVY,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.15,42.88,CO-CRYSTALLIZATION,42.88,8.5
7P75,"VAPOR DIFFUSION, HANGING DROP",291.0,7.5,2.03,39.28,PROTEIN WAS CONCENTRATED TO 16 MG/ML IN 10 MM POTASSIUM PHOSPHATE. CRYSTALS GREW FROM HANGING-DROP VAPOUR DIFFUSION EXPERIMENTS USING 13% PEG 3350,39.28,7.5
7PNH,"VAPOR DIFFUSION, HANGING DROP",293.0,4.0,2.0,38.59,"ETHYLENE GLYCOL
0.1 M SODIUM ACETATE BUFFER",38.59,4.0
7S0P,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,2.54,51.59,"2:1 DROP RATIO
0.1 M CHES (",51.59,7.4
7AMC,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.26,45.5,SODIUM DIHYDROGEN PHOSPHATE MONOHYDRATE,45.5,7.0
7B7B,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,1.98,37.84,PEG3350,37.84,7.5
7B7G,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.02,39.03,PEG3350,39.03,7.5
7B7I,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,1.99,38.31,PEG3350,38.31,7.5
7B82,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,1.97,37.7,PEG3350,37.7,7.5
7D9Z,"VAPOR DIFFUSION, SITTING DROP",293.15,7.3024780643087075,2.47,50.12,N-OCTYL-BETA-D-GLUCOSIDE,50.12,7.3024780643087075
7P1B,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,2.16,43.19,PEG 6K,43.19,6.0
7P1F,"VAPOR DIFFUSION, SITTING DROP",293.0,6.2,2.27,45.82,PEG 6K,45.82,6.2
7P1Q,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.25,45.4,PEG 1500,45.4,8.0
7P1U,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.22,44.56,PEG 3350,44.56,6.5
7P1V,"VAPOR DIFFUSION, SITTING DROP",293.0,6.220000000000001,2.51,51.0,CALCIUM CHLORIDE DIHYDRATE 0.1 M MES 6.0 20 % W/V PEG 6000,51.0,6.220000000000001
7P87,"VAPOR DIFFUSION, HANGING DROP",295.0,5.761713941756459,2.0,38.51,PEG 3350,38.51,5.761713941756459
7P8B,"VAPOR DIFFUSION, HANGING DROP",295.0,5.055263157939917,2.01,38.75,PEG 3350,38.75,5.055263157939917
7PJ7,"VAPOR DIFFUSION, HANGING DROP",295.0,7.5,2.0,38.41,PEG 3350,38.41,7.5
7PJ8,"VAPOR DIFFUSION, HANGING DROP",295.0,6.894207726936938,1.97,37.58,PEG 3350,37.58,6.894207726936938
7PJQ,"VAPOR DIFFUSION, HANGING DROP",295.0,7.672030832141837,1.97,37.64,PEG 3350,37.64,7.672030832141837
7VJO,VAPOR DIFFUSION,293.0,7.05,2.02,39.2,MGCL2,39.2,7.05
7A1X,"VAPOR DIFFUSION, SITTING DROP",277.0,8.5,1.88,34.48,TRIS 100MM - PEG 4K 23% - NA ACET 100MM -,34.48,8.5
7AKT,"VAPOR DIFFUSION, HANGING DROP",281.15,5.6,1.7,27.49,BENZAMIDINE HYDROCHLORIDE,27.49,5.6
7DVF,"VAPOR DIFFUSION, SITTING DROP",293.0,6.963946265313517,1.85,33.6,SODIUM ACETATE,33.6,6.2
7M3Z,"VAPOR DIFFUSION, SITTING DROP",291.0,6.6,2.17,43.38,SODIUM TARTRATE DIBASIC DIHYDRATE,43.38,6.6
7NRO,"VAPOR DIFFUSION, SITTING DROP",293.0,6.865226306071187,2.09,41.28,HEPES,41.28,7.5
7NZP,MICROBATCH,291.0,5.5,2.38,48.25,AMMONIUM ACETATE,48.25,5.5
7O07,"VAPOR DIFFUSION, SITTING DROP",277.0,7.3,2.66,53.73,HEPES (,53.73,7.3
7O0O,"VAPOR DIFFUSION, SITTING DROP",277.0,8.3,2.74,55.18,HEPES,55.18,7.75
7O63,"VAPOR DIFFUSION, HANGING DROP",281.15,7.5,3.16,61.09,1.6-2 M MGCL2 6H2O AND 0.1 M BICINE,61.09,9.0
7O69,"VAPOR DIFFUSION, HANGING DROP",281.15,7.964152502229429,3.16,61.14,1.6-2 M MGCL2 6H2O AND 0.1 M BICINE,61.14,9.0
7O6A,"VAPOR DIFFUSION, HANGING DROP",281.15,8.25166594774676,3.14,60.79,1.6-2 M MGCL2 6H2O AND 0.1 M BICINE,60.79,9.0
7O6C,"VAPOR DIFFUSION, HANGING DROP",281.15,8.039568954133765,3.07,60.0,1.6-2 M MGCL2 6H2O AND 0.1 M BICINE,60.0,9.0
7O6D,"VAPOR DIFFUSION, HANGING DROP",281.15,7.772116018264858,3.16,61.06,1.6-2 M MGCL2 6H2O AND 0.1 M BICINE,61.06,9.0
7OET,VAPOR DIFFUSION,293.0,6.56,2.23,44.91,PEG 300,44.91,6.56
7OSB,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.68,54.17,AMMONIUM SULFATE,54.17,6.5
7P9R,"VAPOR DIFFUSION, HANGING DROP",292.15,7.8,2.42,49.19,PROTEIN CONCENTRATION,49.19,7.8
7PA4,"VAPOR DIFFUSION, HANGING DROP",292.0,7.8,2.45,49.72,PROTEIN CONCENTRATION,49.72,7.8
7PB5,"VAPOR DIFFUSION, HANGING DROP",292.0,6.5000095677985605,2.42,49.2,PROTEIN CONCENTRATION,49.2,6.5000095677985605
7PBA,"VAPOR DIFFUSION, HANGING DROP",292.0,6.500065050205988,2.46,49.99,PROTEIN CONCENTRATION,49.99,6.500065050205988
7PBB,"VAPOR DIFFUSION, HANGING DROP",292.0,6.5,2.43,49.38,PROTEIN CONCENTRATION,49.38,6.5
7PBY,"VAPOR DIFFUSION, HANGING DROP",292.0,6.5,2.43,49.32,PROTEIN CONCENTRATION,49.32,6.5
7PCP,"VAPOR DIFFUSION, HANGING DROP",292.0,6.5,2.43,49.38,PROTEIN CONCENTRATION,49.38,6.5
7PD9,"VAPOR DIFFUSION, HANGING DROP",292.0,6.5,2.44,49.65,PROTEIN CONCENTRATION,49.65,6.5
7PPS,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.09,41.2,PEG3350,41.2,7.5
7R65,"VAPOR DIFFUSION, HANGING DROP",291.0,7.5,2.32,46.92,AMMONIUM ACETATE,46.92,7.5
7S7W,"VAPOR DIFFUSION, SITTING DROP",296.0,6.5,2.24,45.08,"AMMONIUM ACETATE 
0.1 M BISTRIS",45.08,6.5
7S7Y,"VAPOR DIFFUSION, SITTING DROP",296.0,6.5,2.21,44.44,PEG 8,44.44,6.5
7S80,"VAPOR DIFFUSION, SITTING DROP",296.0,5.0,2.21,44.27,PEG 1,44.27,5.0
6EOY,EVAPORATION,293.0,8.043762641805474,2.34,47.35,ACETATE BUFFER 0.2 M,47.35,4.8
6SSO,"VAPOR DIFFUSION, HANGING DROP",297.0,7.0,2.0,38.53,SODIUM CACODYLATE,38.53,7.0
6WGO,"VAPOR DIFFUSION, HANGING DROP",291.0,4.7,2.03,39.52,SODIUM ACETATE,39.52,4.7
6YBC,"VAPOR DIFFUSION, HANGING DROP",293.0,7.6,2.05,39.89,SODIUM CITRATE,39.89,7.6
6YBE,"VAPOR DIFFUSION, HANGING DROP",293.0,7.6,2.04,39.65,SODIUM ACETATE,39.65,5.0
7A6Z,"VAPOR DIFFUSION, SITTING DROP",293.0,6.4,2.03,39.34,SODIUM MALONATE DIBASIC MONOHYDRATE,39.34,6.4
7A73,"VAPOR DIFFUSION, HANGING DROP",293.0,6.959999999999999,2.06,40.19,"AMMONIUM CITRATE
20% PEG 3350
10% MORPHEUS ADDITIVE SCREEN",40.19,6.959999999999999
7AC9,"VAPOR DIFFUSION, HANGING DROP",277.0,7.5,2.77,55.58,SODIUM DIHYDROGEN PHOSPHATE,55.58,7.5
7ACP,BATCH MODE,277.0,6.0,2.27,45.86,"BATCH MICROCRYSTALLIZATION WAS
USED",45.86,6.0
7ADG,"VAPOR DIFFUSION, SITTING DROP",290.0,4.6,1.9,35.4,AMMONIUM ACETATE,35.4,4.6
7AEZ,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.11,41.82,BIS TRIS,41.82,5.5
7AFY,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.13,42.3,"AMMONIUM PHOSPHATE 
0.1M TRISHCL",42.3,8.5
7BMT,"VAPOR DIFFUSION, HANGING DROP",293.15,4.5,2.01,38.67,SODIUM ACETATE,38.67,4.5
7ESW,"VAPOR DIFFUSION, HANGING DROP",289.0,6.5,2.21,39.58,SODIUM MALONATE,39.58,6.5
7JZQ,"VAPOR DIFFUSION, HANGING DROP",291.0,7.4,2.0,38.51,CAL PDZ,38.51,7.4
7N4N,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.32,46.96,PEG-1500,46.96,7.0
7NQG,"VAPOR DIFFUSION, SITTING DROP",290.0,8.0,1.98,37.84,TRIS-HCL,37.84,8.0
7NTS,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,1.95,36.76,NAFORMATE,36.76,7.0
7P50,"VAPOR DIFFUSION, SITTING DROP",291.15,6.5,2.2,44.24,MTGLNK2 WAS CRYSTALLIZED AT A CONCENTRATION OF 30 MG/ML IN 25 MM TRIS/HCL,44.24,7.6
7P51,"VAPOR DIFFUSION, HANGING DROP",293.0,7.159999999999999,2.01,38.74,NAFORMATE,38.74,7.159999999999999
7P52,"VAPOR DIFFUSION, SITTING DROP",291.15,8.5,3.0,58.97,GLNK1 WAS CRYSTALLIZED AT 11.2 MG/ML IN 25 MM TRIS/HCL,58.97,7.6
7P6V,VAPOR DIFFUSION,293.0,7.140000000000001,2.1,41.52,W/V PEG1500,41.52,7.140000000000001
7P6W,VAPOR DIFFUSION,293.0,7.699999999999999,2.09,41.12,30%W/V PEG 4K,41.12,7.699999999999999
7SB8,"VAPOR DIFFUSION, SITTING DROP",295.0,7.4,1.72,28.33,PEG400,28.33,7.4
7B13,VAPOR DIFFUSION,277.15,7.5,2.66,53.81,HEPES,53.81,7.1
7DU7,"VAPOR DIFFUSION, SITTING DROP",293.0,6.872039553882051,1.91,35.59,MALEIC ACID,35.59,6.872039553882051
